"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casualaverage","temp_average","atemp_average","tomrw_atemp","tomrw_temp","tomrw_weather","tomrw_windspeed","tomrw_hum","predict_day","predict_workday","predict_holiday","casual_diff","casual","registered","cnt","lag_cnt","lag_casual"
"625",625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,1571,0.599166571428572,0.573236285714286,0.55305,0.580833,2,0.151742,0.734583,1,1,0,-404,2166,5167,7333,4073,371
"626",626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1557.28571428571,0.598809428571429,0.571435714285714,0.565067,0.623333,2,0.357587,0.8725,1,1,0,-96,1022,5847,6869,7591,788
"627",627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,1457.42857142857,0.605357,0.572975,0.540404,0.5525,1,0.215175,0.536667,1,1,0,-699,371,3702,4073,7720,939
"628",628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,1420,0.598690285714286,0.568736285714285,0.532192,0.546667,1,0.118167,0.618333,1,1,0,-262,788,6803,7591,8167,1250
"629",629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,1403.57142857143,0.589285571428572,0.561969714285714,0.571971,0.599167,1,0.154229,0.66875,0,0,0,-115,939,6781,7720,8395,2512
"630",630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1385.14285714286,0.584404714285714,0.558810857142857,0.610488,0.65,1,0.283583,0.646667,0,0,0,-129,1250,6917,8167,7907,2454
"631",631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,1292.57142857143,0.590357142857143,0.562328142857142,0.518933,0.529167,1,0.223258,0.467083,1,1,0,-648,2512,5883,8395,7436,1001
"632",632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,1333.71428571429,0.583095285714286,0.556015,0.502513,0.514167,1,0.142404,0.492917,1,1,0,288,2454,5453,7907,7538,845
"633",633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1330.71428571429,0.573571571428572,0.548795428571428,0.544179,0.55,1,0.236321,0.57,1,1,0,-21,1001,6435,7436,7733,787
"634",634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,1398.42857142857,0.563095428571429,0.545811428571428,0.596613,0.635,1,0.2444,0.630833,1,1,0,474,845,6693,7538,7393,751
"635",635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,1398.28571428571,0.574881142857143,0.553841285714285,0.607975,0.65,2,0.134342,0.690833,1,1,0,-1,787,6946,7733,7415,1045
"636",636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,1371.42857142857,0.589643,0.564667428571428,0.585863,0.619167,2,0.164179,0.69,0,0,0,-188,751,6642,7393,8555,2589
"637",637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1342.14285714286,0.592500142857143,0.566652,0.530296,0.5425,1,0.227604,0.542917,0,0,0,-205,1045,6370,7415,6889,2015
"638",638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,1353.14285714286,0.577143,0.555196,0.517663,0.526667,1,0.134958,0.583333,1,1,0,77,2589,5966,8555,6778,763
"639",639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,1290.42857142857,0.576785857142857,0.555014571428571,0.512,0.520833,2,0.0908042,0.649167,1,1,0,-439,2015,4874,6889,4639,315
"640",640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,1256.42857142857,0.577738142857143,0.556369857142857,0.542333,0.590833,3,0.104475,0.871667,1,1,0,-238,763,6015,6778,7572,728
"641",641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,1180.71428571429,0.583571428571429,0.556106142857142,0.599133,0.6575,2,0.0665458,0.79375,1,1,0,-530,315,4324,4639,7328,891
"642",642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,1172.28571428571,0.586785714285715,0.556466142857142,0.607975,0.6575,2,0.117546,0.722917,1,1,0,-59,728,6844,7572,8156,1516
"643",643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,1192.28571428571,0.587857142857143,0.556466142857142,0.580187,0.615,1,0.10635,0.6275,0,0,0,140,891,6437,7328,7965,3031
"644",644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1259.57142857143,0.587261857142857,0.555655285714285,0.538521,0.554167,1,0.268025,0.664167,0,0,0,471,1516,6640,8156,3510,781
"645",645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,1322.71428571429,0.588928571428571,0.556830285714285,0.419813,0.415833,2,0.141162,0.708333,1,0,1,442,3031,4934,7965,5478,874
"646",646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,1146.42857142857,0.573095142857143,0.542851714285714,0.387608,0.383333,2,0.189679,0.709583,1,1,0,-1234,781,2729,3510,6392,601
"647",647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,1162.28571428571,0.553452285714286,0.525081428571428,0.438112,0.446667,2,0.1903,0.761667,1,1,0,111,874,4604,5478,7691,780
"648",648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,1203.14285714286,0.532857142857143,0.510192714285714,0.503142,0.514167,1,0.187821,0.630833,1,1,0,286,601,5791,6392,7570,834
"649",649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,1210.57142857143,0.512381,0.496479714285714,0.431167,0.435,1,0.181596,0.463333,1,1,0,52,780,6911,7691,7282,1060
"650",650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,1202.42857142857,0.480595285714286,0.471221428571428,0.433071,0.4375,1,0.235092,0.539167,0,0,0,-57,834,6736,7570,7109,2252
"651",651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1137.28571428571,0.455238142857143,0.450204857142857,0.391396,0.393333,1,0.146142,0.494583,0,0,0,-456,1060,6222,7282,6639,2080
"652",652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,1026,0.432261857142857,0.429187,0.508204,0.521667,1,0.278612,0.640417,1,1,0,-779,2252,4857,7109,5875,760
"653",653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,1211.57142857143,0.447381,0.441814285714285,0.53915,0.561667,2,0.296037,0.7075,1,1,0,1299,2080,4559,6639,7534,922
"654",654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,1195.28571428571,0.472857285714286,0.463463142857142,0.460846,0.468333,1,0.182221,0.558333,1,1,0,-114,760,5115,5875,7461,979
"655",655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,1241.14285714286,0.475952428571429,0.466710857142857,0.450108,0.455833,1,0.101371,0.692917,1,1,0,321,922,6612,7534,7509,1008
"656",656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,1269.57142857143,0.467619,0.459134571428571,0.512625,0.5225,2,0.236937,0.728333,1,1,0,199,979,6482,7461,5424,753
"657",657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1294.42857142857,0.480119,0.470771428571428,0.537896,0.563333,2,0.134954,0.815,0,0,0,174,1008,6501,7509,8090,2806
"658",658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,1250.57142857143,0.498095142857143,0.485746428571428,0.472842,0.484167,1,0.117537,0.572917,0,0,0,-307,753,4671,5424,6824,2132
"659",659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,1329.71428571429,0.511071428571429,0.497381571428571,0.456429,0.464167,1,0.166054,0.51,1,1,0,554,2806,5284,8090,7058,830
"660",660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,1337.14285714286,0.502857142857143,0.489985142857143,0.482942,0.4875,1,0.0814833,0.568333,1,1,0,52,2132,4692,6824,7466,841
"661",661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,1347.14285714286,0.492261857142857,0.481955428571428,0.530304,0.544167,1,0.0945458,0.641667,1,1,0,70,830,6228,7058,7693,795
"662",662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,1335.57142857143,0.503095285714286,0.491878,0.558721,0.5875,1,0.0727792,0.63625,1,1,0,-81,841,6625,7466,7359,875
"663",663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,1309.28571428571,0.521904857142857,0.507394142857143,0.529688,0.55,2,0.124375,0.800417,1,1,0,-184,795,6898,7693,7444,1182
"664",664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,1290.28571428571,0.525833428571429,0.509831714285714,0.52275,0.545833,2,0.132467,0.807083,0,0,0,-133,875,6484,7359,7852,2643
"665",665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1351.57142857143,0.523333428571429,0.507668,0.515133,0.53,2,0.235692,0.72,0,0,0,429,1182,6262,7444,4459,998
"666",666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,1328.28571428571,0.529881,0.513709571428571,0.467771,0.4775,2,0.398008,0.694583,1,1,0,-163,2643,5209,7852,5566,419
"667",667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,1166.28571428571,0.531785714285714,0.515329857142857,0.3611,0.3575,2,0.166667,0.666667,1,1,0,-1134,998,3461,4459,5986,466
"670",670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,1107.57142857143,0.513214285714286,0.497923857142857,0.369942,0.365833,2,0.157346,0.581667,1,1,0,-411,419,5147,5566,5847,618
"671",671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,1054,0.487738,0.475015,0.356042,0.355,1,0.266175,0.522083,0,0,0,-375,466,5520,5986,5138,1029
"672",672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,1028.71428571429,0.454523714285714,0.446060857142857,0.323846,0.343333,2,0.270529,0.49125,0,0,0,-177,618,5229,5847,5107,1201
"673",673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1050.71428571429,0.424999857142857,0.416654857142857,0.329538,0.325833,1,0.179108,0.532917,1,1,0,154,1029,4109,5138,5259,378
"674",674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1053.42857142857,0.393571285714286,0.389053142857143,0.308075,0.319167,1,0.236325,0.494167,1,1,0,19,1201,3906,5107,5686,466
"675",675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,729.857142857143,0.363452285714286,0.359473428571428,0.281567,0.280833,1,0.173513,0.567083,1,1,0,-2265,378,4881,5259,5035,326
"676",676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,653.857142857143,0.335357,0.332872857142857,0.274621,0.295833,2,0.304108,0.5475,1,1,0,-532,466,5220,5686,5315,340
"677",677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,640.571428571429,0.326547428571429,0.320518714285714,0.341891,0.352174,1,0.347835,0.333478,1,1,0,-93,326,4709,5035,5992,709
"678",678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,622.571428571429,0.324596142857143,0.316511428571428,0.355413,0.361667,1,0.214558,0.540833,0,0,0,-126,340,4975,5315,6536,2090
"679",679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,635.571428571429,0.325548571428571,0.316421571428571,0.393937,0.389167,1,0.0578458,0.645417,0,0,0,91,709,5283,5992,6852,2290
"680",680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,787.142857142857,0.332096285714286,0.326434571428571,0.421713,0.420833,1,0.1275,0.659167,1,0,1,1061,2090,4446,6536,6269,1097
"681",681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,942.714285714286,0.345667714285714,0.339602428571428,0.475383,0.485,1,0.173517,0.741667,1,1,0,1089,2290,4562,6852,4094,327
"682",682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1045.42857142857,0.369358142857143,0.363503571428571,0.323225,0.343333,2,0.342046,0.662917,1,1,0,719,1097,5172,6269,5495,373
"683",683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,1025.57142857143,0.378286714285714,0.369454714285714,0.281563,0.289167,1,0.199625,0.552083,1,1,0,-139,327,3767,4094,5445,320
"684",684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,1032.28571428571,0.377334428571429,0.370446428571428,0.324492,0.321667,2,0.152987,0.620417,1,1,0,47,373,5122,5495,5698,484
"685",685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,1029.42857142857,0.372976285714286,0.367960857142857,0.347204,0.345,1,0.171025,0.524583,0,0,0,-20,320,5125,5445,5629,1313
"686",686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,997.285714285714,0.370595285714286,0.366788142857143,0.326383,0.325,1,0.179729,0.545417,0,0,0,-225,484,5214,5698,4669,922
"687",687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,886.285714285714,0.361428571428571,0.357137571428571,0.337746,0.3425,1,0.227612,0.692917,1,1,0,-777,1313,4316,5629,5499,449
"688",688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,690.857142857143,0.350238142857143,0.345142285714286,0.375621,0.380833,2,0.235067,0.623333,1,1,0,-1368,922,3747,4669,5634,534
"689",689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,598.285714285714,0.335357142857143,0.330890571428571,0.380667,0.374167,2,0.082725,0.685,1,1,0,-648,449,5050,5499,5146,615
"690",690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,627.857142857143,0.339762,0.339096571428571,0.364892,0.353333,1,0.103246,0.61375,1,0,1,207,534,5100,5634,2425,955
"691",691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,662.428571428571,0.348928571428572,0.351000714285714,0.350371,0.34,1,0.0528708,0.580417,1,1,0,242,615,4531,5146,3910,1603
"692",692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,753.142857142857,0.351547571428572,0.354697714285714,0.378779,0.368333,1,0.148021,0.56875,0,0,0,635,955,1470,2425,2277,532
"693",693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,913,0.354880857142857,0.359208428571428,0.248742,0.278333,1,0.376871,0.404583,0,0,0,1119,1603,2307,3910,2424,309
"694",694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,801.428571428571,0.348214142857143,0.348116857142857,0.257583,0.245833,1,0.1505,0.468333,1,1,0,-781,532,1745,2277,5087,337
"695",695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,713.857142857143,0.334404571428572,0.336665,0.339004,0.313333,1,0.04665,0.535417,1,1,0,-613,309,2115,2424,3959,123
"696",696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,697.857142857143,0.324761714285714,0.331434,0.281558,0.291667,2,0.237562,0.786667,1,1,0,-112,337,4750,5087,5260,198
"697",697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,639.142857142857,0.312976,0.317275571428571,0.289762,0.296667,1,0.210821,0.50625,1,1,0,-411,123,3836,3959,5323,243
"698",698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,579.571428571429,0.304880857142857,0.306542714285714,0.298422,0.28087,1,0.115522,0.555652,1,1,0,-417,198,5062,5260,5668,362
"699",699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,477.857142857143,0.296433714285714,0.299121428571428,0.323867,0.298333,1,0.0584708,0.649583,0,0,0,-712,243,5080,5323,5191,951
"700",700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,300.571428571429,0.286433714285714,0.291276857142857,0.316904,0.298333,2,0.0597042,0.806667,0,0,0,-1241,362,5306,5668,4649,892
"701",701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,360.428571428571,0.289290857142857,0.301014285714285,0.359208,0.3475,2,0.124379,0.823333,1,1,0,419,951,4240,5191,6234,555
"702",702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,443.714285714286,0.303814714285714,0.315532142857143,0.455796,0.4525,1,0.0827208,0.7675,1,1,0,583,892,3757,4649,6606,551
"703",703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,474.857142857143,0.323695714285714,0.332216714285714,0.469054,0.475833,1,0.174129,0.73375,1,1,0,218,555,5679,6234,5729,331
"704",704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,536,0.350005142857143,0.359001857142857,0.428012,0.438333,1,0.324021,0.485,1,1,0,428,551,6055,6606,5375,340
"705",705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,555,0.370243142857143,0.378751857142857,0.258204,0.255833,1,0.174754,0.50875,1,1,0,133,331,5398,5729,5008,349
"706",706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,568.857142857143,0.366666428571429,0.373006428571428,0.321958,0.320833,2,0.1306,0.764167,0,0,0,97,340,5035,5375,5582,1153
"707",707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,567,0.369880714285714,0.372733714285714,0.389508,0.381667,2,0.101379,0.91125,0,0,0,-13,349,4659,5008,3228,441
"708",708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,595.857142857143,0.381785571428572,0.383105714285714,0.390146,0.384167,2,0.157975,0.905417,1,1,0,202,1153,4429,5582,5170,329
"709",709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,531.428571428571,0.387023714285714,0.387525428571428,0.435575,0.435833,2,0.190308,0.925,1,1,0,-451,441,2787,3228,5501,282
"710",710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,499.142857142857,0.384642714285714,0.384636714285714,0.338363,0.353333,2,0.296037,0.596667,1,1,0,-226,329,4841,5170,5319,310
"711",711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,460.714285714286,0.367142714285714,0.365966571428571,0.297338,0.2975,2,0.162937,0.538333,1,1,0,-269,282,5219,5501,5532,425
"712",712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,457.714285714286,0.347023714285714,0.347298857142857,0.294188,0.295833,1,0.174129,0.485833,1,1,0,-21,310,5009,5319,5611,429
"713",713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,469.857142857143,0.352738,0.352439428571428,0.294192,0.281667,1,0.131229,0.642917,0,0,0,85,425,5107,5532,5047,767
"714",714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,481.285714285714,0.347142857142857,0.348472857142857,0.338383,0.324167,1,0.10635,0.650417,0,0,0,80,429,5182,5611,3786,538
"715",715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,426.142857142857,0.338928571428572,0.341169285714285,0.369938,0.3625,2,0.100742,0.83875,1,1,0,-386,767,4280,5047,4585,212
"716",716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,440,0.335833285714286,0.338282428571428,0.4015,0.393333,2,0.0982583,0.907083,1,1,0,97,538,3248,3786,5557,433
"717",717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,423.285714285714,0.329761857142857,0.333414571428571,0.409708,0.410833,1,0.221404,0.66625,1,1,0,-117,212,4373,4585,5267,333
"718",718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,444.857142857143,0.337976142857143,0.343606714285714,0.342162,0.3325,1,0.184092,0.625417,1,1,0,151,433,5124,5557,4128,314
"719",719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,448.142857142857,0.342976142857143,0.350010142857143,0.335217,0.33,2,0.132463,0.667917,1,1,0,23,333,4934,5267,3623,221
"720",720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,432.285714285714,0.347857142857143,0.355871428571428,0.301767,0.326667,2,0.374383,0.556667,0,0,0,-111,314,3814,4128,1749,205
"721",721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,402.571428571429,0.354285714285714,0.356953571428571,0.236113,0.265833,1,0.407346,0.44125,0,0,0,-208,221,3402,3623,1787,408
"722",722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,322.285714285714,0.345952285714286,0.342343571428571,0.259471,0.245833,1,0.133083,0.515417,1,1,0,-562,205,1544,1749,920,174
"723",723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,303.714285714286,0.329285571428572,0.326562571428571,0.2589,0.231304,2,0.0772304,0.791304,1,0,1,-130,408,1379,1787,1013,440
"724",724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,298.285714285714,0.306138571428571,0.306191142857143,0.294465,0.291304,2,0.168726,0.734783,1,1,0,-38,174,746,920,441,9
"725",725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,299.285714285714,0.289063,0.289727857142857,0.220333,0.243333,3,0.316546,0.823333,1,1,0,7,440,573,1013,2114,247
"726",726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,253,0.276324857142857,0.272323714285714,0.226642,0.254167,2,0.350133,0.652917,1,1,0,-324,9,432,441,3095,644
"727",727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,243.428571428571,0.265491571428571,0.256813,0.255046,0.253333,2,0.155471,0.59,0,0,0,-67,247,1867,2114,1341,159
"728",728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,303.857142857143,0.255015285714286,0.250138571428571,0.2424,0.253333,2,0.124383,0.752917,0,0,0,423,644,2451,3095,1796,364
"729",729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,297.285714285714,0.253229571428571,0.251036714285714,0.2317,0.255833,1,0.350754,0.483333,1,1,0,-46,159,1182,1341,2729,439
